Longitude,Longitude_imp,Latitude,Latitude_imp,Year,Year_imp,Month,Month_imp,Day,Day_imp
-80.302644,0,26.071912,0,2025,0,5,0,29,0
-118.44223,0,34.197388,0,2025,0,5,0,28,0
-96.210228,0,31.741491,0,2025,0,5,0,31,0
-97.817262,0,32.252747,0,2025,0,5,0,30,0
-87.707021,0,41.795683,0,2025,0,5,0,29,0
-74.343694,0,40.378556,0,2025,0,5,0,29,0
-73.883842,0,40.854083,0,2025,0,5,0,30,0
-87.475281,0,37.338875,0,2025,0,5,0,28,0
-80.427783,0,25.692563,0,2025,0,6,0,1,0
-87.680745,0,41.90831,0,2025,0,5,0,31,0
-80.267692,0,26.23931,0,2025,0,5,0,28,0
-80.267692,0,26.23931,0,2025,0,5,0,29,0
-121.83995,0,37.302047,0,2025,0,3,0,24,0
-88.445894,0,40.041488,0,2024,0,5,0,18,0
-87.707021,0,41.795683,0,2025,0,5,0,24,0
-98.48842,0,29.42483,0,2025,0,3,0,7,0
-96.34263,0,32.956472,0,2025,0,5,0,29,0
-98.524608,0,29.558702,0,2025,0,5,0,1,0
-77.041829,0,39.091163,0,2025,0,5,0,15,0
-77.063574,0,39.097667,0,2025,0,5,0,27,0
-80.246158,0,26.252099,0,2024,0,6,0,15,0
-119.959197,0,35.986203,0,2025,0,5,0,28,0
-88.633713,0,35.438555,0,2025,0,5,0,29,0
-73.773687,0,40.773968,0,2025,0,1,0,23,0
-117.507239,0,33.89853,0,2025,0,5,0,26,0
-73.959752,0,40.62973,0,2025,0,5,0,27,0
-84.237064,0,33.835221,0,2025,0,5,0,26,0
-80.458065,0,25.685459,0,2025,0,5,0,25,0
-119.891913,0,37.405579,0,2025,0,5,0,16,0
-79.538981,0,40.328984,0,2025,0,5,0,27,0
-118.268709,0,34.145452,0,2025,0,5,0,26,0
-75.039457,0,39.82201,0,2025,0,5,0,25,0
-122.89874,0,38.49597,0,2025,0,5,0,26,0
-73.743347,0,40.659838,0,2025,0,5,0,25,0
-88.118285,0,43.121382,0,2023,0,10,0,29,0
-97.757562,0,32.238187,0,2025,0,5,0,24,0
-93.451181,0,37.122575,0,2025,0,5,0,4,0
-118.446908,0,34.067833,0,2025,0,5,0,25,0
-89.084009,0,42.251006,0,2025,0,5,0,22,0
-80.603178,0,40.160181,0,2025,0,5,0,24,0
-93.230607,0,44.826535,0,2025,0,5,0,22,0
-94.171692,0,30.846616,0,2025,0,5,0,15,0
-105.038353,0,40.323105,0,2025,0,5,0,26,0
-122.238531,0,38.07573,0,2024,0,2,0,7,0
-75.812922,0,39.676478,0,2025,0,5,0,26,0
-106.693395,0,35.243417,0,2025,0,5,0,18,0
-119.089622,0,36.424334,0,2025,0,5,0,18,0
-80.329833,0,40.996283,0,2025,0,5,0,20,0
-117.29054,0,34.04253,0,2025,0,5,0,26,0
-157.817038,0,21.299219,0,2025,0,5,0,23,0
-84.404113,0,33.774422,0,2025,0,5,0,16,0
-81.496688,0,28.163945,0,2025,0,5,0,24,0
-80.147639,0,40.286095,0,2025,0,5,0,17,0
-75.091225,0,39.941825,0,2025,0,5,0,1,0
-117.999298,0,34.036748,0,2025,0,5,0,12,0
-77.236846,0,39.791481,0,2006,0,4,0,28,0
-82.625132,0,40.651326,0,2025,0,5,0,14,0
-80.620702,0,40.645149,0,2025,0,5,0,11,0
-80.620702,0,40.645149,0,2025,0,4,0,30,0
-78.110104,0,34.735704,0,2025,0,5,0,21,0
-76.231049,0,39.476557,0,2025,0,4,0,30,0
-81.948259,0,34.195215,0,2022,0,10,0,2,0
-117.863851,0,34.13526,0,2025,0,5,0,22,0
-73.896029,0,40.947064,0,2025,0,5,0,15,0
-82.368219,0,27.938502,0,2025,0,5,0,13,0
-81.829094,0,30.590593,0,2025,0,5,0,19,0
-80.620702,0,40.645149,0,2025,0,5,0,9,0
-80.620702,0,40.645149,0,2025,0,5,0,6,0
-80.620702,0,40.645149,0,2025,0,4,0,26,0
-82.297535,0,34.833258,0,2024,0,3,0,24,0
-121.156708,0,37.4622,0,2024,0,12,0,21,0
-122.04516,0,37.366607,0,2025,0,5,0,16,0
-81.590496,0,41.177189,0,2025,0,2,0,17,0
-122.211752,0,38.031196,0,2024,0,2,0,7,0
-97.346438,0,32.790292,0,2025,0,5,0,18,0
-80.31015,0,26.114955,0,2025,0,5,0,24,0
-80.308823,0,25.738843,0,2025,0,5,0,15,0
-88.427719,0,30.429924,0,2025,0,4,0,19,0
-97.757453,0,32.238578,0,2025,0,5,0,24,0
-79.129911,0,35.764287,0,2020,0,1,0,3,0
-93.934537,0,45.283255,0,2025,0,5,0,17,0
-122.198529,0,37.792489,0,2025,0,5,0,25,0
-88.030574,0,43.022558,0,2023,0,12,0,3,0
-75.101272,0,39.935117,0,2025,0,4,0,17,0
-76.919069,0,38.733779,0,2025,0,5,0,7,0
-79.66976,0,40.270832,0,2025,0,5,0,23,0
-74.117815,0,40.668342,0,2025,0,5,0,17,0
-73.918096,0,40.873796,0,2025,0,5,0,26,0
-88.132093,0,43.197842,0,2024,0,3,0,30,0
-112.18797,0,33.796745,0,2025,0,5,0,18,0
-80.620702,0,40.645149,0,2025,0,5,0,16,0
-75.101272,0,39.934775,0,2025,0,5,0,2,0
-82.368161,0,27.938506,0,2025,0,5,0,13,0
-82.297535,0,34.833258,0,2023,0,10,0,14,0
-157.821058,0,21.330503,0,2025,0,5,0,12,0
-74.397055,0,40.42542,0,2025,0,5,0,19,0
-119.033886,0,35.325742,0,2025,0,5,0,20,0
-117.772307,0,33.733511,0,2024,0,9,0,20,0
-156.692215,0,20.937796,0,2025,0,5,0,18,0
-82.39841,0,40.650854,0,2025,0,5,0,13,0
-82.368422,0,27.938429,0,2025,0,5,0,13,0
-91.066969,0,44.58305,0,2025,0,5,0,25,0
-80.620702,0,40.645149,0,2025,0,5,0,1,0
-97.044945,0,28.041017,0,2025,0,4,0,15,0
-78.884558,0,42.964183,0,2025,0,5,0,21,0
-74.247497,0,40.638429,0,2025,0,5,0,20,0
-121.898655,0,37.299535,0,2025,0,5,0,18,0
-157.814592,0,21.275758,0,2017,0,12,0,19,0
-119.118568,0,36.211272,0,2025,0,5,0,17,0
-80.620702,0,40.645149,0,2025,0,5,0,11,0
-121.839072,0,37.346872,0,2025,0,5,0,13,0
-76.841737,0,38.614257,0,2025,0,5,0,24,0
-76.122784,0,43.037481,0,2020,0,8,0,29,0
-122.299347,0,37.809192,0,2025,0,5,0,9,0
-80.620702,0,40.645149,0,2025,0,5,0,9,0
-118.469151,0,34.193596,0,2025,0,5,0,18,0
-115.921745,0,33.536638,0,2025,0,5,0,20,0
-156.449447,0,20.749542,0,2025,0,5,0,18,0
-81.163724,0,33.836081,0,2022,0,5,0,8,0
-74.393403,0,40.428425,0,2025,0,5,0,18,0
-92.200525,0,32.477629,0,2025,0,5,0,18,0
-94.645401,0,29.815835,0,2025,0,5,0,14,0
-76.401796,0,41.52858,0,2025,0,5,0,27,0
-95.440155,0,29.764497,0,2025,0,5,0,15,0
-84.392962,0,33.778183,0,2025,0,5,0,17,0
-88.06942,0,30.679022,0,2025,0,5,0,13,0
-76.012211,0,43.030734,0,2017,0,3,0,16,0
-122.312416,0,41.296948,0,2025,0,5,0,15,0
-122.056228,0,37.386017,0,2025,0,5,0,17,0
-90.53391,0,36.283375,0,2025,0,5,0,6,0
-121.69077,0,38.525957,0,2025,0,5,0,17,0
-88.220337,0,40.108856,0,2025,0,5,0,17,0
-81.163724,0,33.836081,0,2022,0,7,0,10,0
-77.080375,0,38.959488,0,2025,0,5,0,21,0
-84.136806,0,39.75625,0,2025,0,5,0,14,0
-84.760354,0,33.956232,0,2025,0,5,0,13,0
-97.508223,0,35.583463,0,2025,0,5,0,21,0
-122.124245,0,37.698727,0,2025,0,5,0,27,0
-80.461045,0,39.709897,0,2025,0,5,0,21,0
-84.40523,0,33.776576,0,2025,0,5,0,15,0
-74.015372,0,40.654203,0,2025,0,5,0,20,0
-81.45207,0,41.170456,0,2025,0,4,0,29,0
-87.844791,0,43.282439,0,2025,0,5,0,17,0
-80.335239,0,41.001983,0,2025,0,5,0,15,0
-84.405254,0,33.776551,0,2025,0,5,0,15,0
-73.895849,0,40.947093,0,2025,0,5,0,15,0
-119.916016,0,37.526449,0,2025,0,5,0,16,0
-84.103065,0,33.846878,0,2025,0,5,0,25,0
-89.370675,0,43.31589,0,2025,0,5,0,22,0
-80.309242,0,25.739548,0,2025,0,5,0,11,0
-81.807155,0,26.329494,0,2025,0,5,0,21,0
-81.939537,0,40.797875,0,2025,0,5,0,11,0
-82.504573,0,33.470688,0,2024,0,8,0,15,0
-91.964247,0,38.829752,0,2025,0,5,0,23,0
-80.446349,0,32.37373,0,2025,0,4,0,7,0
-106.489502,0,31.753439,0,2025,0,5,0,14,0
-88.012511,0,43.086391,0,2023,0,10,0,29,0
-122.027538,0,37.311509,0,2025,0,5,0,19,0
-115.943467,0,33.263833,0,2025,0,5,0,22,0
-94.930582,0,29.987447,0,2025,0,5,0,15,0
-71.78078,0,41.816687,0,2022,0,9,0,10,0
-94.724913,0,29.383117,0,2025,0,5,0,15,0
-119.817576,0,37.468484,0,2025,0,5,0,16,0
-80.620702,0,40.645149,0,2025,0,5,0,7,0
-122.342025,0,47.686383,0,2025,0,4,0,24,0
-74.411261,0,40.905923,0,2025,0,5,0,26,0
-118.441537,0,34.066364,0,2025,0,5,0,20,0
-121.978963,0,38.345633,0,2025,0,5,0,13,0
-119.033863,0,35.32578,0,2025,0,5,0,20,0
-81.011177,0,41.143675,0,2025,0,5,0,26,0
-82.646539,0,40.62912,0,2025,0,5,0,18,0
-92.340985,0,38.951197,0,2025,0,5,0,15,0
-77.156921,0,39.032206,0,2025,0,5,0,7,0
-156.448563,0,20.749303,0,2025,0,5,0,21,0
-119.834628,0,37.477413,0,2025,0,5,0,22,0
-80.620702,0,40.645149,0,2025,0,5,0,8,0
-94.179844,0,32.691524,0,2025,0,5,0,14,0
-122.299362,0,37.809208,0,2025,0,5,0,15,0
-82.368385,0,27.938425,0,2025,0,5,0,13,0
-73.856797,0,40.829555,0,2025,0,5,0,10,0
-118.084367,0,33.857494,0,2025,0,5,0,15,0
-116.493442,0,43.66887,0,2025,0,5,0,16,0
-118.188881,0,34.046649,0,2025,0,5,0,20,0
-77.0262,0,38.947963,0,2025,0,5,0,8,0
-122.787102,0,38.509353,0,2025,0,5,0,17,0
-84.404141,0,33.774497,0,2025,0,5,0,18,0
-75.721247,0,36.09702,0,2025,0,3,0,8,0
-76.212884,0,43.02509,0,2020,0,10,0,14,0
-77.012737,0,39.156336,0,2025,0,5,0,10,0
-111.935534,0,41.19629,0,2025,0,5,0,16,0
-73.825448,0,40.617346,0,2025,0,5,0,21,0
-80.620702,0,40.645149,0,2025,0,5,0,8,0
-111.935534,0,41.19629,0,2025,0,5,0,16,0
-80.620702,0,40.645149,0,2025,0,5,0,12,0
-99.343215,0,31.135736,0,2015,0,5,0,17,0
-85.193213,0,30.75247,0,2025,0,5,0,17,0
-122.259408,0,47.739667,0,2025,0,5,0,19,0
-73.74669,0,40.65775,0,2025,0,5,0,16,0
-118.531414,0,34.237399,0,2025,0,5,0,15,0
-121.795446,0,36.659265,0,2025,0,5,0,17,0
-80.444818,0,26.060253,0,2025,0,5,0,17,0
-84.404113,0,33.774447,0,2025,0,5,0,16,0
-80.620678,0,40.645158,0,2025,0,3,0,24,0
-121.979139,0,38.34566,0,2025,0,5,0,13,0
-81.278152,0,40.970413,0,2025,0,5,0,17,0
-118.294992,0,34.181163,0,2025,0,5,0,13,0
-73.770786,0,40.676773,0,2024,0,8,0,20,0
-76.518172,0,39.160347,0,2025,0,4,0,26,0
-157.695463,0,21.272695,0,2018,0,7,0,27,0
-120.711872,0,37.414985,0,2025,0,5,0,4,0
-117.876575,0,33.902567,0,2025,0,5,0,3,0
-76.05389,0,39.827283,0,2025,0,5,0,10,0
-122.261726,0,37.824293,0,2025,0,5,0,10,0
-91.534518,0,41.660606,0,2025,0,5,0,5,0
-91.527322,0,41.65852,0,2025,0,5,0,5,0
-80.291898,0,26.266522,0,2025,0,5,0,3,0
-112.1624,0,33.60765,0,2025,0,4,0,2,0
-89.951653,0,36.827896,0,2025,0,5,0,9,0
-121.750881,0,38.537051,0,2025,0,4,0,29,0
-94.658239,0,29.749179,0,2025,0,5,0,12,0
-81.138642,0,26.950345,0,2025,0,4,0,16,0
-76.19433,0,43.021221,0,2025,0,5,0,7,0
-83.621077,0,40.249081,0,2025,0,5,0,10,0
-81.808152,0,41.457568,0,2025,0,5,0,9,0
-118.449104,0,34.284509,0,2025,0,5,0,11,0
-76.054011,0,39.827156,0,2025,0,5,0,10,0
-81.508297,0,30.268356,0,2023,0,2,0,27,0
-87.615387,0,40.154194,0,2025,0,5,0,7,0
-94.800318,0,36.426783,0,2025,0,4,0,30,0
-110.968127,0,32.282896,0,2025,0,5,0,3,0
-104.607908,0,38.277277,0,2025,0,5,0,1,0
-79.147986,0,35.778612,0,2025,0,1,0,3,0
-80.374162,0,25.674844,0,2025,0,4,0,7,0
-117.999872,0,34.157256,0,2025,0,5,0,10,0
-75.925194,0,40.283195,0,2025,0,5,0,11,0
-122.223572,0,37.808537,0,2025,0,4,0,30,0
-83.289995,0,30.849742,0,2024,0,12,0,4,0
-122.299347,0,37.809192,0,2025,0,5,0,9,0
-99.022847,0,29.988278,0,2025,0,4,0,25,0
-76.778705,0,39.44724,0,2025,0,5,0,8,0
-96.775727,0,33.10225,0,2025,0,4,0,17,0
-80.329117,0,40.99475,0,2025,0,5,0,12,0
-120.806533,0,38.69838,0,2024,0,12,0,25,0
-88.539336,0,42.379897,0,2025,0,5,0,4,0
-72.759122,0,41.853002,0,2025,0,5,0,1,0
-83.985494,0,42.449891,0,2025,0,5,0,3,0
-79.807712,0,36.070088,0,2025,0,5,0,4,0
-84.314837,0,39.624591,0,2025,0,5,0,5,0
-80.620678,0,40.645158,0,2025,0,5,0,1,0
-84.380547,0,33.758232,0,2025,0,5,0,1,0
-96.636749,0,33.062003,0,2025,0,3,0,18,0
-157.910031,0,21.370836,0,2025,0,5,0,10,0
-80.325009,0,25.535682,0,2025,0,5,0,2,0
-75.055832,0,40.03311,0,2025,0,4,0,19,0
-82.405595,0,40.383745,0,2025,0,5,0,2,0
-81.175675,0,31.980544,0,2025,0,5,0,4,0
-83.674528,0,41.594923,0,2025,0,5,0,9,0
-112.16269,0,33.608712,0,2025,0,3,0,24,0
-121.897343,0,37.292237,0,2022,0,5,0,9,0
-98.413856,0,29.495031,0,2025,0,5,0,3,0
-80.325009,0,25.535682,0,2025,0,5,0,2,0
-80.34182,0,25.82692,0,2025,0,4,0,1,0
-113.998383,0,35.231174,0,2025,0,5,0,10,0
-112.159666,0,33.616508,0,2025,0,2,0,19,0
-116.388734,0,33.24051,0,2025,0,5,0,5,0
-76.886225,0,39.042274,0,2025,0,4,0,25,0
-156.44838,0,20.750733,0,2025,0,5,0,8,0
-80.620678,0,40.645158,0,2025,0,5,0,1,0
-76.723615,0,39.135166,0,2025,0,4,0,26,0
-101.964435,0,33.57101,0,2025,0,5,0,11,0
-82.687092,0,40.065164,0,2025,0,5,0,11,0
-76.67287,0,39.095412,0,2025,0,4,0,16,0
-76.086058,0,43.042522,0,2025,0,5,0,1,0
-82.686474,0,27.714732,0,2025,0,3,0,25,0
-95.320253,0,29.744767,0,2025,0,5,0,11,0
-73.935251,0,40.868983,0,2025,0,5,0,12,0
-88.206483,0,40.108333,0,2024,0,2,0,18,0
-81.102417,0,33.945992,0,2025,0,5,0,7,0
-69.671631,0,44.555135,0,2025,0,5,0,3,0
-88.254997,0,42.536215,0,2025,0,5,0,8,0
-81.791089,0,32.422568,0,2025,0,3,0,23,0
-117.738053,0,34.126033,0,2025,0,5,0,10,0
-84.393875,0,33.772028,0,2025,0,5,0,4,0
-82.613787,0,28.020425,0,2025,0,4,0,30,0
-95.913262,0,36.104637,0,2025,0,5,0,13,0
-118.295472,0,34.180712,0,2025,0,5,0,1,0
-73.743037,0,40.662695,0,2025,0,5,0,3,0
-99.224453,0,47.762882,0,2025,0,4,0,30,0
-81.170599,0,31.977634,0,2025,0,5,0,4,0
-119.902626,0,37.493733,0,2025,0,4,0,30,0
-77.838917,0,40.8967,0,2025,0,5,0,4,0
-80.620678,0,40.645158,0,2025,0,4,0,30,0
-73.743522,0,40.66417,0,2025,0,4,0,29,0
-74.370689,0,40.545442,0,2025,0,4,0,28,0
-119.86572,0,37.579155,0,2025,0,5,0,1,0
-99.335571,0,31.118729,0,2025,0,5,0,11,0
-82.364058,0,34.869147,0,2025,0,5,0,5,0
-118.378263,0,34.295883,0,2025,0,2,0,4,0
-77.838917,0,40.8967,0,2025,0,3,0,26,0
-118.482161,0,34.204028,0,2025,0,5,0,7,0
-84.285067,0,33.767439,0,2025,0,3,0,23,0
-96.084819,0,30.401432,0,2025,0,5,0,11,0
-98.387614,0,29.505732,0,2025,0,4,0,26,0
-75.235062,0,39.91343,0,2022,0,9,0,14,0
-84.157412,0,31.788422,0,2025,0,5,0,3,0
-117.969505,0,33.769325,0,2025,0,5,0,10,0
-84.39388,0,33.772032,0,2025,0,5,0,4,0
-84.395233,0,33.7803,0,2025,0,5,0,5,0
-117.507132,0,33.89848,0,2025,0,5,0,6,0
-98.45744,0,29.45767,0,2025,0,4,0,26,0
-122.669685,0,47.689176,0,2025,0,5,0,10,0
-118.104417,0,34.09833,0,2025,0,3,0,22,0
-117.507179,0,33.898569,0,2025,0,4,0,30,0
-73.657692,0,40.639957,0,2025,0,5,0,9,0
-118.099184,0,33.886564,0,2025,0,5,0,8,0
-86.465108,0,42.170638,0,2025,0,5,0,8,0
-80.475792,0,25.469445,0,2021,0,12,0,26,0
-123.267634,0,44.59063,0,2025,0,5,0,5,0
-80.267705,0,26.239123,0,2025,0,5,0,2,0
-116.134843,0,43.57689,0,2025,0,5,0,1,0
-96.153148,0,30.325893,0,2025,0,5,0,11,0
-75.189072,0,40.063847,0,2025,0,4,0,29,0
-83.295487,0,30.841837,0,2024,0,2,0,1,0
-80.102921,0,26.370577,0,2025,0,5,0,6,0
-122.454755,0,37.688874,0,2024,0,5,0,20,0
-79.997592,0,33.002582,0,2025,0,5,0,1,0
-80.620678,0,40.645158,0,2025,0,4,0,25,0
-156.442337,0,20.671253,0,2025,0,5,0,11,0
-158.037583,0,21.526403,0,2025,0,4,0,30,0
-98.524608,0,29.558702,0,2025,0,4,0,8,0
-112.162842,0,33.6076,0,2024,0,11,0,30,0
-80.096247,0,40.218963,0,2025,0,5,0,1,0
-76.767473,0,39.018517,0,2025,0,4,0,20,0
-73.926641,0,40.864541,0,2024,0,7,0,22,0
-156.450912,0,20.756345,0,2025,0,5,0,12,0
-121.888786,0,37.634071,0,2025,0,5,0,7,0
-81.790046,0,32.419779,0,2025,0,3,0,15,0
-80.325009,0,25.535682,0,2025,0,5,0,2,0
-90.38376,0,32.002283,0,2025,0,5,0,4,0
-97.530228,0,25.9856,0,2025,0,5,0,1,0
-78.457747,0,42.528758,0,2025,0,4,0,29,0
-81.7925,0,32.4204,0,2025,0,3,0,22,0
-157.697673,0,21.269619,0,2025,0,5,0,3,0
-106.333725,0,31.720295,0,2024,0,5,0,29,0
-111.96508,0,33.37877,0,2017,0,3,0,26,0
-81.790236,0,32.420932,0,2025,0,3,0,21,0
-90.214836,0,29.979465,0,2025,0,5,0,1,0
-81.71972,0,29.753409,0,2025,0,5,0,11,0
-78.877092,0,33.6937,0,2025,0,3,0,12,0
-71.110627,0,41.858639,0,2025,0,5,0,4,0
-121.696174,0,38.57955,0,2025,0,5,0,1,0
-94.385561,0,29.603622,0,2025,0,4,0,24,0
-80.285299,0,25.755686,0,2018,0,8,0,24,0
-87.106781,0,40.324001,0,2025,0,5,0,10,0
-111.927941,0,33.414316,0,2025,0,4,0,5,0
-82.353634,0,28.083267,0,2019,0,11,0,30,0
-81.175675,0,31.980544,0,2025,0,5,0,4,0
-73.605829,0,40.706426,0,2025,0,4,0,28,0
-76.999194,0,39.925729,0,2025,0,5,0,6,0
-90.093675,0,29.989605,0,2025,0,5,0,7,0
-73.604854,0,42.657148,0,2025,0,5,0,10,0
-97.452537,0,32.752827,0,2025,0,5,0,7,0
-121.692817,0,37.932728,0,2025,0,3,0,7,0
-122.39016,0,47.931759,0,2025,0,5,0,12,0
-80.62072,0,40.645109,0,2025,0,5,0,8,0
-122.298683,0,37.810117,0,2025,0,5,0,9,0
-96.64214,0,33.600718,0,2022,0,8,0,26,0
-91.17743,0,30.410222,0,2025,0,5,0,10,0
-80.972383,0,41.749662,0,2024,0,9,0,27,0
-90.028555,0,38.540295,0,2025,0,5,0,4,0
-81.170236,0,31.978939,0,2025,0,4,0,28,0
-79.991617,0,40.436992,0,2025,0,5,0,1,0
-157.901614,0,21.371905,0,2025,0,5,0,10,0
-112.344239,0,33.456203,0,2025,0,5,0,5,0
-112.165493,0,33.916864,0,2025,0,2,0,27,0
-118.342142,0,33.810165,0,2025,0,4,0,27,0
-95.857289,0,38.416112,0,2025,0,4,0,28,0
-77.453422,0,37.549838,0,2025,0,3,0,17,0
-96.318465,0,30.674796,0,2025,0,5,0,10,0
-82.520287,0,37.480122,0,2025,0,3,0,4,0
-117.808192,0,34.033853,0,2025,0,5,0,6,0
-117.026567,0,32.71568,0,2025,0,1,0,16,0
-81.506861,0,30.268375,0,2024,0,4,0,17,0
-81.603562,0,30.485075,0,2025,0,1,0,2,0
-80.326105,0,25.538483,0,2025,0,5,0,2,0
-118.295845,0,34.180387,0,2025,0,5,0,9,0
-81.506839,0,30.268784,0,2024,0,10,0,29,0
-96.168991,0,38.422252,0,2025,0,5,0,2,0
-111.798772,0,41.742689,0,2025,0,4,0,28,0
-83.290047,0,30.848847,0,2025,0,5,0,4,0
-73.808977,0,40.997771,0,2025,0,5,0,12,0
-75.171932,0,39.914316,0,2023,0,3,0,10,0
-83.67453,0,41.595004,0,2025,0,5,0,8,0
-80.620678,0,40.645158,0,2025,0,4,0,26,0
-81.172027,0,31.973818,0,2025,0,5,0,5,0
-73.889938,0,40.678938,0,2025,0,5,0,8,0
-95.802944,0,38.352347,0,2025,0,5,0,4,0
-112.158682,0,33.608324,0,2025,0,5,0,2,0
-87.848892,0,43.33237,0,2025,0,5,0,3,0
-121.347871,0,38.04302,0,2016,0,2,0,5,0
-75.175362,0,39.952243,0,2025,0,3,0,21,0
-73.901889,0,40.845843,0,2025,0,5,0,6,0
-121.570708,0,37.010287,0,2025,0,5,0,12,0
-98.769807,0,29.988384,0,2024,0,5,0,2,0
-80.133758,0,25.909381,0,2025,0,5,0,2,0
-95.857872,0,38.375325,0,2016,0,1,0,1,0
-81.69818,0,30.306317,0,2025,0,5,0,5,0
-96.084801,0,30.401557,0,2025,0,5,0,11,0
-121.761796,0,37.299397,0,2025,0,5,0,13,0
-112.116394,0,33.763359,0,2022,0,11,0,6,0
-122.672237,0,48.018709,0,2025,0,4,0,27,0
-84.120732,0,33.767193,0,2025,0,4,0,28,0
-121.888786,0,37.634071,0,2025,0,5,0,7,0
-80.164242,0,39.464756,0,2025,0,5,0,7,0
-73.764595,0,42.64313,0,2025,0,4,0,27,0
-84.94555,0,33.727225,0,2025,0,1,0,14,0
-80.234572,0,26.005685,0,2025,0,4,0,30,0
-121.169063,0,44.275029,0,2025,0,5,0,4,0
-81.160599,0,37.973743,0,2025,0,5,0,1,0
-120.660536,0,35.301799,0,2025,0,5,0,12,0
-75.17775,0,39.932533,0,2025,0,4,0,28,0
-97.506338,0,35.470455,0,2025,0,4,0,23,0
-106.631843,0,35.068654,0,2024,0,1,0,11,0
-121.748066,0,38.5338,0,2025,0,5,0,13,0
-121.728127,0,38.443479,0,2025,0,4,0,30,0
-147.737656,0,64.809435,0,1959,0,12,0,11,0
-149.895568,0,61.217067,0,1960,0,4,0,25,0
-149.90639,0,61.18861,0,1960,0,6,0,1,0
-149.142223,0,61.128007,0,1952,0,1,0,11,0
-121.699154,0,38.562868,0,2025,0,4,0,29,0
-76.932913,0,38.956245,0,2025,0,4,0,7,0
-106.251581,0,31.740394,0,2025,0,4,0,28,0
-121.760946,0,38.532043,0,2025,0,4,0,28,0
-98.490303,0,29.299045,0,2025,0,4,0,29,0
-121.208083,0,37.625715,0,2025,0,4,0,27,0
-106.506592,0,31.782075,0,2025,0,4,0,23,0
-95.782085,0,29.651238,0,2025,0,4,0,28,0
-84.395238,0,33.780245,0,2025,0,4,0,29,0
-84.257789,0,36.023495,0,2025,0,4,0,28,0
-84.397364,0,33.773574,0,2025,0,4,0,27,0
-74.209935,0,40.511191,0,2025,0,4,0,27,0
-98.775449,0,29.436992,0,2025,0,4,0,28,0
-78.843663,0,36.142285,0,2025,0,4,0,28,0
-75.568908,0,39.735895,0,2025,0,4,0,28,0
-98.417307,0,29.524443,0,2024,0,10,0,8,0
-88.279787,0,42.431438,0,2025,0,4,0,28,0
-84.394058,0,33.772112,0,2025,0,4,0,28,0
-76.880049,0,39.605046,0,2025,0,4,0,28,0
-84.246692,0,33.799009,0,2025,0,4,0,22,0
-73.953274,0,40.883215,0,2025,0,4,0,26,0
-84.401108,0,33.773403,0,2025,0,4,0,28,0
-75.568878,0,39.735905,0,2025,0,4,0,26,0
-99.33822,0,38.870625,0,2025,0,4,0,28,0
-81.168183,0,31.989939,0,2025,0,4,0,25,0
-84.397347,0,33.773596,0,2025,0,4,0,28,0
-84.393997,0,33.772033,0,2025,0,4,0,25,0
-76.546694,0,42.926669,0,2025,0,4,0,28,0
-73.74292,0,40.6633,0,2025,0,4,0,28,0
-82.595123,0,38.902966,0,2025,0,4,0,24,0
-73.642483,0,40.69042,0,2025,0,4,0,29,0
-80.16664,0,25.848909,0,2025,0,4,0,28,0
-95.82384,0,44.054194,0,2025,0,3,0,20,0
-81.790833,0,32.419444,0,2025,0,3,0,19,0
-98.480694,0,29.436381,0,2025,0,4,0,26,0
-85.018333,0,41.05835,0,2025,0,4,0,28,0
-98.480679,0,29.436436,0,2025,0,4,0,26,0
-79.928458,0,40.47129,0,2025,0,4,0,27,0
-98.480662,0,29.436381,0,2025,0,4,0,26,0
-79.048546,0,40.555636,0,2025,0,2,0,2,0
-106.437028,0,31.899622,0,2025,0,4,0,23,0
-88.308913,0,41.824478,0,2025,0,4,0,27,0
-88.308975,0,41.824437,0,2025,0,4,0,27,0
-97.789718,0,26.412292,0,2025,0,4,0,25,0
-80.427963,0,37.229985,0,2025,0,4,0,28,0
-96.614747,0,33.277425,0,2025,0,2,0,6,0
-97.518646,0,25.957272,0,2025,0,4,0,28,0
-77.456679,0,37.550272,0,2025,0,4,0,22,0
-121.760561,0,37.299718,0,2025,0,4,0,28,0
-73.961945,0,40.691333,0,2025,0,4,0,28,0
-84.397345,0,33.773594,0,2025,0,4,0,28,0
-84.348386,0,33.574041,0,2025,0,4,0,27,0
-84.397352,0,33.77362,0,2025,0,4,0,27,0
-89.65874,0,31.957473,0,2025,0,4,0,26,0
-78.571549,0,35.770938,0,2025,0,4,0,27,0
-84.397374,0,33.773594,0,2025,0,4,0,27,0
-98.480617,0,29.436429,0,2025,0,4,0,26,0
-104.781072,0,41.118601,0,2025,0,4,0,22,0
-121.761196,0,38.532001,0,2025,0,4,0,28,0
-97.115862,0,31.554606,0,2025,0,4,0,28,0
-74.450325,0,40.500838,0,2025,0,4,0,28,0
-97.04425,0,28.042261,0,2025,0,3,0,26,0
-121.785448,0,38.554817,0,2025,0,4,0,26,0
-80.324638,0,40.999522,0,2025,0,4,0,27,0
-80.19417,0,25.853767,0,2025,0,4,0,28,0
-93.272513,0,37.20255,0,2025,0,4,0,26,0
-77.365088,0,38.932649,0,2025,0,4,0,28,0
-84.345279,0,33.805393,0,2021,0,11,0,20,0
-75.189308,0,39.96402,0,2025,0,3,0,29,0
